group_name,value
0,891384
1,913871
2,937441
3,965861
4,988355
5,997610
6,1016333
7,1012063
8,1005061
9,993338
10,952252
11,937094
12,885527
13,860228
14,829899
15,797576
16,752985
17,710130
18,669571
19,632648
20,599320
21,573487
22,572910
23,568050
24,554685
25,549198
26,611168
27,629820
28,647893
29,664837
30,681034
31,695761
32,705063
33,718136
34,728868
35,737565
36,743972
37,747372
38,747014
39,742723
40,735001
41,723583
42,707981
43,687934
44,663506
45,635300
46,606482
47,580589
48,558227
49,538745
50,522174
51,507104
52,492092
53,476808
54,461141
55,445069
56,428319
57,410607
58,391928
59,372026
60,351694
61,331742
62,313310
63,296566
64,281387
65,267640
66,254644
67,241777
68,228956
69,216204
70,203448
71,189925
72,174975
73,158607
74,140880
75,122796
76,106101
77,92394
78,81668
79,73561
80,67452
81,62049
82,56289
83,50141
84+,220169
