group_name,value
0,41493
1,55567
2,67439
3,60312
4,55315
5,55288
6,56089
7,55719
8,55225
9,57733
10,56879
11,57714
12,58712
13,58964
14,53689
15,57247
16,55351
17,57265
18,52395
19,54435
20,54533
21,53104
22,52341
23,53860
24,57607
25,56825
26,58137
27,59755
28,61391
29,60942
30,63655
31,59557
32,58766
33,57931
34,57535
35,57076
36,54273
37,56241
38,58758
39,64662
40,64060
41,59081
42,55469
43,54857
44,54480
45,58955
46,59197
47,61318
48,62622
49,62927
50,63754
51,63089
52,67305
53,65111
54,67331
55,67673
56,67340
57,67655
58,62874
59,60150
60,60843
61,58874
62,58434
63,57436
64,43686
65,44846
66,43407
67,43489
68,38132
69,34680
70,34168
71,30206
72,29702
73,26943
74,24040
75,22917
76,21164
77,20445
78,20050
79,20410
80,19313
81,17641
82,17668
83,16509
84+,96341
