group_name,value
0,9676
1,11903
2,14101
3,12780
4,11971
5,11747
6,11223
7,11164
8,11148
9,11371
10,11695
11,11609
12,11587
13,11805
14,10137
15,11265
16,11691
17,11745
18,10666
19,10118
20,10105
21,10130
22,10801
23,10758
24,11891
25,11860
26,11633
27,12066
28,11801
29,11119
30,11273
31,10296
32,10240
33,9768
34,9534
35,10190
36,8880
37,9479
38,9722
39,10729
40,10996
41,10201
42,10215
43,9844
44,10431
45,11175
46,10769
47,11302
48,12339
49,12407
50,13333
51,11906
52,12615
53,11893
54,11345
55,12190
56,11282
57,10914
58,10320
59,9989
60,9491
61,8655
62,8374
63,7856
64,5701
65,6009
66,5435
67,4949
68,4557
69,3873
70,3460
71,2955
72,3055
73,2629
74,1847
75,2068
76,2014
77,1872
78,1860
79,1987
80,1869
81,1598
82,1613
83,1009
84+,5817
