group_name,value
1,8871
2,8837
3,8819
4,8766
5,8767
6,8707
7,8657
8,8556
9,8415
10,8270
11,8080
12,7846
13,7618
14,7377
15,7124
16,6813
17,6463
18,6150
19,5907
20,5695
21,5459
22,5260
23,5143
24,4994
25,4880
26,4851
27,4860
28,4939
29,5024
30,5076
31,5079
32,5013
33,4883
34,4733
35,4609
36,4497
37,4388
38,4275
39,4119
40,3943
41,3757
42,3574
43,3399
44,3216
45,3045
46,1490
47,2032
48,2829
49,2830
50,2785
51,2702
52,2578
53,2447
54,2299
55,2163
56,2043
57,1918
58,1918
59,1885
60,1806
61,1725
62,1642
63,1562
64,1482
65,1408
66,1331
67,1256
68,1181
69,1114
70,1043
71,960
72,870
73,777
74,692
75,627
76,571
77,482
78,420
79,364
80,317
81,272
82,236
83,203
84,177
85+,893
