0.46377,0.22898,0.13502,0.10338,0.16836,0.24795,0.32235,0.34413,0.27679,0.20221,0.229,0.18714,0.15219,0.1269,0.09506,0.04579
0.22106,0.94301,0.40282,0.1165,0.09378,0.17946,0.24783,0.34271,0.34197,0.17015,0.12826,0.13001,0.14729,0.10664,0.06074,0.04437
0.07372,0.43897,1.81413,0.29363,0.18554,0.15127,0.19778,0.29408,0.39995,0.26465,0.16283,0.09886,0.08434,0.08509,0.07419,0.06258
0.04221,0.14931,0.8143,2.52543,0.587,0.26479,0.18796,0.28176,0.34078,0.31416,0.13165,0.06504,0.05861,0.05052,0.0358,0.02458
0.06074,0.08884,0.15524,1.02895,1.59836,0.60746,0.40651,0.33814,0.30973,0.37331,0.21275,0.13788,0.06784,0.05098,0.06656,0.05257
0.11432,0.06733,0.06811,0.28486,0.75949,0.93412,0.60043,0.4985,0.39151,0.3693,0.29592,0.1535,0.07279,0.0537,0.04082,0.01967
0.12335,0.09875,0.1748,0.14633,0.36848,0.52012,0.73501,0.65721,0.48918,0.38528,0.36541,0.25831,0.147,0.10257,0.06186,0.05808
0.11542,0.15519,0.13644,0.10198,0.23698,0.40407,0.56697,0.86033,0.7068,0.4709,0.30204,0.23376,0.24544,0.16462,0.11755,0.04881
0.08656,0.12643,0.23311,0.15455,0.26652,0.3077,0.47869,0.64726,0.82542,0.52214,0.33568,0.15357,0.17829,0.12559,0.11409,0.04632
0.02832,0.05058,0.07638,0.15308,0.20341,0.24048,0.33385,0.46447,0.5242,0.55869,0.40638,0.1839,0.15891,0.10163,0.1087,0.08445
0.04439,0.09528,0.12574,0.19171,0.33676,0.4124,0.34187,0.41232,0.55135,0.63702,0.46956,0.36551,0.27088,0.14432,0.11648,0.07989
0.06472,0.06656,0.08475,0.10347,0.24753,0.4013,0.46903,0.48416,0.56015,0.4076,0.56281,0.51408,0.40811,0.22344,0.14704,0.08031
0.05316,0.06431,0.06166,0.10405,0.21184,0.31351,0.36478,0.54573,0.55371,0.46416,0.39527,0.4786,0.50792,0.36567,0.30887,0.13016
0.04715,0.07099,0.05486,0.06111,0.16352,0.24557,0.3506,0.39384,0.43963,0.36272,0.37691,0.4011,0.46282,0.39553,0.2512,0.15314
0.01998,0.05141,0.08379,0.15598,0.13983,0.20175,0.23281,0.40052,0.5483,0.4374,0.32689,0.32265,0.65382,0.58088,0.63892,0.23176
0.03428,0.03721,0.0596,0.03802,0.08551,0.10042,0.21187,0.21404,0.24065,0.31566,0.21802,0.2006,0.22733,0.30322,0.32653,0.22118
