group_name,value
0,43487
1,44155
2,48712
3,49338
4,51221
5,53880
6,55853
7,59090
8,59644
9,59698
10,56282
11,53854
12,53494
13,54605
14,54347
15,50422
16,46495
17,44291
18,43156
19,42362
20,41891
21,41997
22,42214
23,42398
24,42624
25,44223
26,45339
27,45389
28,45378
29,46493
30,49416
31,53225
32,56796
33,58389
34,57868
35,55953
36,57130
37,57645
38,57138
39,55888
40,54280
41,52772
42,51566
43,50512
44,49479
45,48632
46,48188
47,47845
48,47638
49,47166
50,46561
51,46200
52,45799
53,45477
54,44895
55,44176
56,43843
57,44580
58,46081
59,47614
60,48832
61,49515
62,49706
63,48885
64,46777
65,44428
66,42305
67,40625
68,38988
69,36968
70,35086
71,33458
72,32152
73,30605
74,28515
75,25996
76,22636
77,18771
78,14837
79,12088
80,11658
81,13001
82,14642
83,15140
84+,77141
