group_name,value
0,248581
1,246434
2,245824
3,246031
4,246247
5,246508
6,246428
7,246558
8,245504
9,244037
10,242580
11,243794
12,245121
13,241528
14,238955
15,237104
16,234812
17,232144
18,228601
19,225932
20,223501
21,220412
22,219155
23,218630
24,213586
25,210196
26,207367
27,204174
28,201015
29,198114
30,195268
31,192988
32,190296
33,187356
34,181997
35,176861
36,170807
37,165065
38,159380
39,153720
40,148345
41,143470
42,138372
43,133779
44,129183
45,124889
46,120542
47,116073
48,111661
49,107252
50,102789
51,98624
52,94300
53,90272
54,86778
55,83523
56,80198
57,77062
58,73929
59,70894
60,67360
61,64030
62,60883
63,57774
64,54936
65,51900
66,48883
67,46200
68,43183
69,40075
70,37160
71,34252
72,31334
73,28551
74,25407
75,23491
76,20850
77,18476
78,16573
79,14567
80,12593
81,10730
82,9031
83,7521
84+,24889
