group_name,value
0,7799
1,8920
2,9594
3,8733
4,9613
5,9776
6,9746
7,10168
8,10235
9,10710
10,10834
11,11497
12,12096
13,12613
14,13020
15,13404
16,13676
17,13808
18,12253
19,10088
20,10648
21,10340
22,10279
23,10091
24,9843
25,9945
26,10580
27,11241
28,11678
29,12591
30,12809
31,13450
32,13748
33,13754
34,14225
35,15031
36,15782
37,15841
38,16704
39,17123
40,17816
41,18568
42,18659
43,17886
44,18142
45,18264
46,18204
47,18513
48,18127
49,14644
50,18106
51,17641
52,17903
53,18151
54,18854
55,18615
56,19658
57,19210
58,18604
59,19411
60,20994
61,20828
62,22088
63,22289
64,23480
65,25905
66,27045
67,24192
68,22721
69,14188
70,14766
71,17118
72,17665
73,18171
74,16657
75,15518
76,13579
77,16040
78,15742
79,15100
80,13951
81,13173
82,12664
83,11820
84+,55276
