group_name,value
0,16718
1,18412
2,19058
3,19262
4,19759
5,20305
6,20969
7,21471
8,22022
9,22497
10,22429
11,21790
12,21509
13,21821
14,22112
15,21074
16,20444
17,20270
18,20166
19,20320
20,20737
21,21479
22,21224
23,21775
24,21370
25,20954
26,21629
27,22426
28,23225
29,23365
30,23730
31,23704
32,24374
33,24566
34,24291
35,24826
36,25198
37,24983
38,24741
39,25146
40,25907
41,25811
42,25893
43,26030
44,25765
45,25504
46,25199
47,25388
48,25678
49,25135
50,24717
51,24744
52,24718
53,24311
54,24522
55,24725
56,25115
57,25006
58,25137
59,25891
60,24703
61,24237
62,24017
63,24035
64,24566
65,23882
66,22834
67,22511
68,22382
69,22197
70,21174
71,19956
72,18359
73,17274
74,16476
75,15261
76,13242
77,11115
78,9898
79,9218
80,8620
81,7938
82,7060
83,6239
84+,28971
