group_name,value
0,23540
1,23131
2,22860
3,22627
4,22340
5,22062
6,21763
7,21360
8,21023
9,20721
10,20439
11,20077
12,19712
13,19271
14,18785
15,18254
16,17712
17,17185
18,16753
19,16383
20,16122
21,16003
22,15806
23,15448
24,14916
25,14200
26,13333
27,12496
28,11869
29,11485
30,11339
31,11393
32,11518
33,11561
34,11493
35,11310
36,11021
37,10690
38,10394
39,10140
40,9934
41,9751
42,9568
43,9325
44,9012
45,8638
46,8211
47,7781
48,7378
49,7029
50,6725
51,6462
52,6213
53,5968
54,5719
55,5464
56,5207
57,4946
58,4700
59,4461
60,4227
61,4001
62,3784
63,3584
64,3398
65,3227
66,3068
67,2931
68,2785
69,2632
70,2476
71,2310
72,2147
73,2003
74,1870
75,1760
76,1634
77,1516
78,1388
79,1252
80,1091
81,919
82,754
83,634
84+,2089
