group_name,value
0,1414111
1,1370235
2,1335175
3,1311834
4,1284730
5,1257493
6,1232567
7,1205815
8,1179335
9,1154708
10,1127970
11,1099369
12,1072162
13,1041838
14,1013921
15,989325
16,959252
17,942865
18,925840
19,907065
20,888485
21,870265
22,845624
23,819859
24,792529
25,762924
26,735724
27,706915
28,677480
29,647651
30,616124
31,582959
32,550086
33,519291
34,493101
35,468447
36,443939
37,422119
38,397885
39,375426
40,359142
41,345753
42,334575
43,324925
44,311579
45,299537
46,288880
47,277041
48,265619
49,254645
50,242582
51,230665
52,219591
53,207898
54,197433
55,186562
56,175904
57,165639
58,155626
59,146381
60,137586
61,129095
62,121095
63,113631
64,106425
65,99467
66,92710
67,86409
68,80108
69,73824
70,68091
71,62272
72,56816
73,50349
74,47716
75,43494
76,39934
77,35427
78,30748
79,26298
80,22241
81,18624
82,15448
83,12664
84+,41762
