group_name,value
1,85597
2,90343
3,94589
4,94386
5,93950
6,94248
7,95732
8,96789
9,93673
10,94843
11,91523
12,92744
13,89861
14,91874
15,98567
16,101400
17,99479
18,103208
19,100070
20,96673
21,96532
22,99767
23,101548
24,103399
25,100595
26,103586
27,107687
28,115712
29,121796
30,124003
31,124924
32,127984
33,131537
34,129455
35,125443
36,124513
37,124252
38,125309
39,126596
40,121325
41,123197
42,129744
43,138046
44,144591
45,154172
46,160590
47,168126
48,175069
49,181663
50,172933
51,145976
52,143396
53,140526
54,141573
55,141259
56,140004
57,132818
58,119856
59,114475
60,111451
61,108929
62,104530
63,109699
64,112655
65,111453
66,114188
67,115996
68,128449
69,135467
70,137657
71,123081
72,108066
73,106648
74,104855
75,97277
76,92278
77,85302
78,72455
79,67364
80,71809
81,62516
82,59987
83,51727
84,48516
85+,243839
