group_name,value
0,62157
1,60568
2,59616
3,58663
4,57757
5,57009
6,56482
7,56772
8,56628
9,56261
10,55954
11,54847
12,53645
13,52181
14,50955
15,49918
16,48963
17,47466
18,46081
19,44639
20,43526
21,42199
22,40853
23,39864
24,38723
25,37729
26,36658
27,35510
28,34549
29,33565
30,32479
31,31423
32,30250
33,29303
34,28945
35,27945
36,27062
37,26292
38,25544
39,24770
40,23933
41,23017
42,22026
43,20995
44,19794
45,18771
46,18680
47,18111
48,17440
49,16575
50,15663
51,14716
52,13778
53,12808
54,11878
55,10972
56,10180
57,9552
58,9056
59,8657
60,8293
61,7927
62,7591
63,7277
64,6967
65,6662
66,6331
67,5987
68,5628
69,5260
70,4875
71,4474
72,4062
73,3644
74,3227
75,2840
76,2486
77,2165
78,1879
79,1629
80,1396
81,1196
82,1018
83,862
84+,3358
