group_name,value
0,23935
1,23309
2,22881
3,21913
4,20646
5,20867
6,21053
7,20762
8,20464
9,18927
10,17734
11,16767
12,17572
13,17253
14,18188
15,19716
16,23167
17,20924
18,20251
19,24189
20,27956
21,27873
22,29513
23,31278
24,30946
25,31856
26,32741
27,34660
28,33438
29,32516
30,35386
31,32974
32,33481
33,32612
34,31736
35,33306
36,30988
37,30348
38,31142
39,29610
40,30698
41,27229
42,26328
43,25804
44,27283
45,27129
46,27042
47,29302
48,29584
49,31728
50,33809
51,30581
52,30402
53,29788
54,30012
55,31645
56,30905
57,29177
58,30165
59,28023
60,27324
61,28031
62,21801
63,25701
64,20413
65,14441
66,12120
67,10507
68,15545
69,17506
70,18018
71,16903
72,16157
73,16273
74,11878
75,10399
76,7451
77,6824
78,8020
79,7152
80,6691
81,5627
82,5282
83,4485
84+,13938
