group_name,value
0,6589460
1,6466765
2,6376393
3,6278366
4,6206735
5,6142675
6,6089446
7,6003782
8,6035820
9,6036889
10,6032332
11,6018562
12,5994238
13,5935582
14,5793360
15,5623991
16,5405614
17,5212696
18,4999812
19,4878645
20,4861007
21,4759613
22,4683695
23,4584810
24,4449808
25,4254153
26,4124252
27,4015579
28,3895872
29,3800323
30,3701540
31,3622584
32,3523158
33,3415391
34,3322908
35,3226320
36,3122858
37,3017204
38,2914608
39,2830629
40,2747151
41,2648216
42,2533034
43,2384601
44,2275396
45,2187477
46,2103946
47,2024605
48,1953835
49,1885887
50,1822417
51,1759013
52,1692577
53,1635584
54,1583708
55,1540954
56,1496282
57,1450828
58,1405422
59,1359269
60,1311508
61,1261896
62,1209807
63,1152309
64,1090383
65,1027126
66,962147
67,896206
68,829939
69,763890
70,698607
71,634238
72,571563
73,510852
74,454711
75,436078
76,416549
77,381392
78,340087
79,297663
80,256704
81,219473
82,185220
83,154039
84+,535524
