group_name,value
1,499957
2,491579
3,524128
4,527640
5,618323
6,676802
7,706952
8,727914
9,758166
10,764921
11,742505
12,726246
13,746690
14,743865
15,732031
16,732671
17,704905
18,704450
19,701698
20,692967
21,689126
22,691664
23,692108
24,697316
25,699476
26,692371
27,691570
28,697783
29,705522
30,710083
31,705013
32,698133
33,692608
34,686307
35,672455
36,666885
37,654530
38,647949
39,640056
40,639841
41,635052
42,635510
43,634740
44,633270
45,629715
46,622549
47,611377
48,592489
49,572892
50,554934
51,533715
52,515318
53,499561
54,481322
55,467606
56,452692
57,439634
58,429008
59,425345
60,425607
61,420521
62,413001
63,402562
64,394862
65,385416
66,370320
67,363719
68,353788
69,341475
70,329508
71,317771
72,304721
73,291039
74,276777
75,261019
76,249742
77,235129
78,218462
79,202082
80,186019
81,170224
82,154847
83,139920
84,125652
85+,721658
