group_name,value
0,414088
1,544805
2,684699
3,631781
4,587756
5,570187
6,567463
7,568252
8,560436
9,584313
10,575422
11,583022
12,590695
13,598582
14,595212
15,622890
16,618946
17,613497
18,599300
19,584169
20,590695
21,577286
22,578219
23,584242
24,593994
25,592989
26,592774
27,605108
28,601235
29,604032
30,601450
31,557138
32,569399
33,562658
34,554413
35,579151
36,541435
37,563017
38,577573
39,607689
40,631351
41,593277
42,573988
43,547601
44,569399
45,592631
46,593062
47,606470
48,611561
49,595069
50,614931
51,570116
52,607904
53,564881
54,568825
55,551975
56,526950
57,498770
58,463851
59,446212
60,455247
61,437034
62,434525
63,425705
64,319583
65,328403
66,311983
67,308111
68,271829
69,247305
70,236263
71,231746
72,226153
73,203351
74,195249
75,193958
76,171945
77,178614
78,158393
79,163914
80,155668
81,146060
82,137671
83,127417
84+,742133
