group_name,value
0,114801
1,144362
2,180080
3,162788
4,146918
5,146229
6,148808
7,149541
8,153252
9,156342
10,155787
11,150764
12,149985
13,146585
14,144340
15,152942
16,146740
17,139117
18,128048
19,131804
20,136071
21,137427
22,143607
23,141384
24,140317
25,142251
26,139805
27,143585
28,145585
29,146118
30,152142
31,142806
32,144941
33,138472
34,135115
35,143295
36,142607
37,151230
38,160054
39,170035
40,166744
41,154720
42,154964
43,151653
44,157499
45,162899
46,166856
47,165878
48,164833
49,165766
50,167323
51,161010
52,161877
53,153675
54,153586
55,148385
56,142117
57,140606
58,138139
59,130715
60,127315
61,133449
62,138895
63,131471
64,105043
65,104398
66,97664
67,100197
68,88818
69,86017
70,77570
71,75393
72,71414
73,68080
74,61212
75,58101
76,50876
77,50321
78,44831
79,44475
80,42787
81,39807
82,38073
83,36451
84+,178969
