group_name,value
0,2441716
1,2660782
2,3211932
3,3330226
4,3481430
5,3702848
6,3529998
7,3750530
8,3682978
9,3652506
10,3668739
11,3340915
12,3085079
13,2657057
14,2733302
15,2414571
16,2611062
17,2218125
18,2340809
19,2269088
20,2234137
21,2032989
22,2074683
23,1914607
24,1989699
25,1853442
26,2006287
27,2002074
28,2002784
29,1803765
30,1660633
31,1812680
32,1539100
33,1653935
34,1631802
35,1454163
36,1667818
37,1468002
38,1471727
39,1327309
40,1433405
41,1309611
42,1155169
43,1151000
44,1020508
45,1117022
46,1053287
47,944218
48,812353
49,858924
50,758551
51,951804
52,828142
53,989594
54,798647
55,740188
56,781216
57,762632
58,816699
59,704394
60,767466
61,729188
62,793147
63,588984
64,595858
65,478451
66,601225
67,576741
68,482222
69,397194
70,368098
71,294913
72,243284
73,178836
74,195825
75,194051
76,165885
77,199107
78,142510
79,118515
80,122462
81,100817
82,127031
83,60145
84+,286175
