group_name,value
0,386030
1,381816
2,377865
3,372180
4,368242
5,364913
6,361491
7,357288
8,352054
9,345754
10,338374
11,329819
12,322958
13,318790
14,317206
15,318293
16,321146
17,322273
18,318974
19,310810
20,297541
21,280410
22,263171
23,247818
24,235385
25,225907
26,219160
27,214281
28,210120
29,206385
30,203236
31,200739
32,198343
33,195725
34,192786
35,189488
36,185895
37,181985
38,177967
39,173777
40,169293
41,164405
42,158286
43,150551
44,141023
45,129756
46,117415
47,105928
48,96796
49,90128
50,85907
51,83862
52,82314
53,80137
54,77102
55,73256
56,68899
57,65037
58,62459
59,61211
60,61232
61,62347
62,63140
63,62560
64,60453
65,56918
66,52243
67,47333
68,43009
69,39408
70,36455
71,34064
72,31757
73,29187
74,26276
75,23079
76,19763
77,16707
78,13925
79,12033
80,10702
81,9658
82,8519
83,7424
84+,27995
