group_name,value
0,31080
1,32108
2,35710
3,31948
4,30402
5,31744
6,29885
7,29219
8,27659
9,24080
10,26923
11,26168
12,25620
13,23036
14,21203
15,21757
16,21443
17,21467
18,22218
19,22193
20,26815
21,23260
22,22722
23,22640
24,22758
25,24129
26,21311
27,21863
28,20999
29,18878
30,23217
31,18235
32,17554
33,16527
34,16101
35,16808
36,14889
37,14007
38,14341
39,13837
40,17047
41,14025
42,14323
43,13375
44,13881
45,15395
46,14353
47,15441
48,15007
49,14689
50,17334
51,14655
52,13487
53,12728
54,11780
55,11498
56,10690
57,9592
58,9346
59,7693
60,7851
61,6264
62,4704
63,4447
64,2874
65,2187
66,2637
67,2825
68,3439
69,3233
70,4114
71,3845
72,3955
73,4116
74,3749
75,3470
76,2758
77,2897
78,2873
79,1932
80,2560
81,1608
82,1510
83,986
84+,10290
