group_name,value
0,52116
1,53501
2,57348
3,57329
4,58798
5,60212
6,60818
7,60585
8,58614
9,57854
10,57417
11,58066
12,62570
13,59187
14,60771
15,57900
16,55306
17,54744
18,55239
19,54649
20,52283
21,51458
22,52251
23,55721
24,56664
25,57600
26,59394
27,60615
28,62020
29,66973
30,73524
31,74803
32,78215
33,79530
34,79509
35,81975
36,82703
37,84941
38,87747
39,87688
40,87905
41,88171
42,88242
43,89239
44,93409
45,92572
46,92123
47,91500
48,89408
49,89071
50,84297
51,79190
52,74442
53,71836
54,70352
55,66836
56,67068
57,69049
58,70634
59,72610
60,71057
61,67690
62,69215
63,68341
64,66717
65,68526
66,69420
67,69717
68,68197
69,65473
70,63096
71,61502
72,58913
73,54368
74,48424
75,45736
76,42127
77,34810
78,30956
79,30380
80,26850
81,25035
82,23109
83,20828
84+,102494
