group_name,value
0,892520
1,1580678
2,1850711
3,1710994
4,1449482
5,1341939
6,1272741
7,1245855
8,1217647
9,1200017
10,1146833
11,1157704
12,1129349
13,1161083
14,1237187
15,1254817
16,1336797
17,1433027
18,1548650
19,1664127
20,1839399
21,1999245
22,2229316
23,2057424
24,1902132
25,1661483
26,1476808
27,1296394
28,1294337
29,1276560
30,1263191
31,1278763
32,1262015
33,1322986
34,1352957
35,1467259
36,1535281
37,1614470
38,1706146
39,1784158
40,1793120
41,1852768
42,1874071
43,1831906
44,1732591
45,1671179
46,1620199
47,1538660
48,1418336
49,1305209
50,1190907
51,1061768
52,1006087
53,1072787
54,1119653
55,1197960
56,1254082
57,1285963
58,1229106
59,1114658
60,1031356
61,963628
62,914704
63,833166
64,740607
65,718570
66,658334
67,588402
68,564895
69,539479
70,492612
71,483209
72,443541
73,422826
74,385510
75,370377
76,367586
77,351865
78,311463
79,287222
80,246526
81,224048
82,200248
83,178651
84+,778806
