group_name,value
0,23221
1,22353
2,20868
3,19535
4,17588
5,17338
6,18438
7,18117
8,17423
9,16040
10,16085
11,15805
12,15662
13,14993
14,14125
15,15226
16,18188
17,17088
18,17961
19,18655
20,22147
21,22935
22,24760
23,25286
24,24905
25,24965
26,26230
27,27457
28,25883
29,24074
30,24800
31,24068
32,24501
33,23483
34,24544
35,23253
36,22585
37,21451
38,20703
39,21033
40,20365
41,19812
42,18882
43,20047
44,20359
45,21608
46,23427
47,23972
48,25527
49,26042
50,27960
51,26942
52,26204
53,26075
54,24027
55,25286
56,24771
57,21468
58,22459
59,19715
60,19797
61,18714
62,13475
63,16023
64,11933
65,8121
66,6203
67,5498
68,8860
69,10333
70,11381
71,12313
72,9989
73,10466
74,9630
75,7786
76,7593
77,6569
78,7333
79,6550
80,6297
81,4782
82,5203
83,3659
84+,12461
