group_name,value
0,75101
1,79487
2,86818
3,86756
4,79245
5,78636
6,77571
7,76296
8,74935
9,71653
10,69481
11,65613
12,65385
13,65397
14,60344
15,59276
16,57447
17,55643
18,55308
19,53251
20,51932
21,50718
22,51631
23,54088
24,54089
25,52485
26,50821
27,50168
28,50349
29,50972
30,51116
31,49490
32,48547
33,47288
34,44443
35,42188
36,39622
37,37876
38,37399
39,36734
40,35235
41,32859
42,31915
43,31258
44,29578
45,28607
46,27317
47,25965
48,25453
49,24845
50,23365
51,21328
52,20290
53,20024
54,19206
55,17956
56,16582
57,15566
58,15008
59,15158
60,15155
61,13743
62,12850
63,12876
64,12105
65,10734
66,9485
67,8713
68,7985
69,7292
70,6792
71,6252
72,5809
73,5426
74,5038
75,4466
76,4088
77,3745
78,3380
79,2990
80,2622
81,2281
82,1972
83,1691
84+,7548
