group_name,value
0,9834
1,9980
2,10421
3,10224
4,9024
5,9264
6,8925
7,9280
8,8704
9,8608
10,9443
11,8747
12,9304
13,9123
14,9904
15,10576
16,10429
17,10368
18,10347
19,10859
20,12116
21,11503
22,11870
23,11509
24,11562
25,11607
26,11271
27,11493
28,10620
29,9998
30,11440
31,10288
32,10366
33,10223
34,10361
35,10607
36,9856
37,9871
38,10056
39,9352
40,10707
41,9499
42,9851
43,9617
44,10075
45,10346
46,10279
47,10202
48,10838
49,10126
50,11670
51,10030
52,9780
53,9129
54,9033
55,9177
56,8633
57,8479
58,7960
59,7633
60,7517
61,7121
62,5804
63,6523
64,5105
65,3920
66,3120
67,3743
68,5236
69,5799
70,6723
71,6263
72,6048
73,5783
74,5138
75,4547
76,3376
77,3222
78,3656
79,2715
80,3525
81,2538
82,2435
83,1897
84+,7371
