group_name,value
0,16153
1,16168
2,15917
3,14792
4,13686
5,14031
6,14323
7,14435
8,13300
9,13009
10,12275
11,11822
12,12173
13,12372
14,12807
15,13186
16,15497
17,15109
18,15870
19,16121
20,18936
21,19653
22,20527
23,22247
24,21812
25,21756
26,22763
27,23754
28,23123
29,21896
30,22794
31,21872
32,21902
33,20660
34,21054
35,21195
36,20479
37,20057
38,20591
39,19066
40,19529
41,18323
42,18200
43,18218
44,20104
45,20620
46,20797
47,22787
48,23403
49,25033
50,25236
51,25239
52,25006
53,23952
54,23458
55,24788
56,24042
57,21561
58,21756
59,20846
60,20343
61,21424
62,16059
63,18072
64,14267
65,10192
66,7840
67,6373
68,11928
69,14652
70,14689
71,16016
72,15639
73,15503
74,12484
75,10744
76,8437
77,8632
78,9359
79,8763
80,8586
81,6886
82,7035
83,5839
84+,19179
