0.68843,0.30493,0.15194,0.11706,0.20072,0.33336,0.50271,0.33767,0.24726,0.22102,0.25706,0.18864,0.12628,0.11735,0.05632,0.02165
0.32815,1.25577,0.45331,0.13192,0.11181,0.24128,0.38648,0.33627,0.30548,0.18599,0.14398,0.13106,0.12221,0.09862,0.03599,0.02098
0.10942,0.58456,2.04151,0.33248,0.2212,0.20337,0.30843,0.28856,0.35728,0.28928,0.18278,0.09965,0.06998,0.07869,0.04395,0.02958
0.06265,0.19884,0.91637,2.85954,0.69982,0.356,0.29311,0.27647,0.30442,0.3434,0.14778,0.06556,0.04863,0.04672,0.02121,0.01162
0.09016,0.11831,0.17469,1.16508,1.90556,0.8167,0.63395,0.33179,0.27668,0.40804,0.23883,0.13899,0.05629,0.04714,0.03943,0.02485
0.16969,0.08966,0.07665,0.32255,0.90546,1.25587,0.93637,0.48914,0.34973,0.40366,0.33218,0.15473,0.06039,0.04966,0.02418,0.0093
0.18311,0.1315,0.19671,0.16569,0.4393,0.69927,1.14624,0.64487,0.43698,0.42113,0.41019,0.26038,0.12197,0.09485,0.03665,0.02746
0.17133,0.20666,0.15354,0.11547,0.28253,0.54326,0.88419,0.84417,0.63138,0.51472,0.33906,0.23564,0.20364,0.15223,0.06964,0.02308
0.12849,0.16837,0.26233,0.175,0.31774,0.41369,0.74651,0.6351,0.73735,0.57072,0.37683,0.1548,0.14793,0.11614,0.06759,0.0219
0.04203,0.06735,0.08595,0.17333,0.24251,0.32332,0.52063,0.45575,0.46827,0.61068,0.45619,0.18538,0.13185,0.09399,0.0644,0.03992
0.06589,0.12688,0.1415,0.21707,0.40148,0.55445,0.53313,0.40457,0.49252,0.69629,0.52712,0.36844,0.22475,0.13347,0.069,0.03777
0.09606,0.08864,0.09538,0.11716,0.2951,0.53952,0.73145,0.47506,0.50038,0.44553,0.63179,0.51821,0.33862,0.20664,0.08711,0.03796
0.07891,0.08564,0.06938,0.11781,0.25255,0.4215,0.56887,0.53548,0.49463,0.50735,0.44371,0.48244,0.42144,0.33817,0.18298,0.06153
0.06999,0.09453,0.06173,0.06919,0.19495,0.33015,0.54675,0.38644,0.39272,0.39647,0.42311,0.40432,0.38401,0.36579,0.14882,0.0724
0.02966,0.06847,0.09429,0.17662,0.1667,0.27124,0.36307,0.393,0.48979,0.4781,0.36695,0.32524,0.54249,0.53719,0.37851,0.10956
0.05089,0.04955,0.06707,0.04306,0.10195,0.13501,0.33041,0.21002,0.21497,0.34503,0.24474,0.20221,0.18862,0.28042,0.19344,0.10456
