group_name,value
1,1167599
2,1189403
3,1210907
4,1222997
5,1288677
6,1420142
7,1516269
8,1555256
9,1552768
10,1523754
11,1473654
12,1424787
13,1383723
14,1361663
15,1338755
16,1313455
17,1287235
18,1263993
19,1226707
20,1187681
21,1165300
22,1156884
23,1155184
24,1159298
25,1172157
26,1184204
27,1189205
28,1226852
29,1281936
30,1364344
31,1445001
32,1530275
33,1657540
34,1718771
35,1771243
36,1780614
37,1777155
38,1883044
39,1869345
40,1862428
41,1759590
42,1665170
43,1669611
44,1566596
45,1462079
46,1367392
47,1281155
48,1253569
49,1184811
50,1133106
51,1100800
52,1053864
53,1097233
54,1033685
55,993756
56,952554
57,870386
58,871331
59,800122
60,778211
61,765316
62,743182
63,737730
64,696593
65,662346
66,632052
67,584826
68,558913
69,530644
70,506508
71,490657
72,475283
73,449149
74,418901
75,383128
76,311235
77,283883
78,254865
79,227010
80,201541
81,177726
82,155957
83,135407
84,116681
85+,460017
