group_name,value
0,62809
1,81697
2,101803
3,91610
4,85760
5,86587
6,86952
7,85516
8,83546
9,86891
10,87414
11,82828
12,83594
13,79058
14,76516
15,79703
16,77939
17,76382
18,71456
19,69900
20,74022
21,75203
22,77756
23,81381
24,84154
25,86197
26,84872
27,89384
28,89628
29,88131
30,90697
31,84896
32,87912
33,81649
34,81003
35,87657
36,80542
37,81710
38,84349
39,91404
40,92413
41,86660
42,80457
43,80056
44,80274
45,86088
46,86575
47,92436
48,91805
49,94687
50,94760
51,91865
52,90893
53,90431
54,84617
55,83509
56,83838
57,81235
58,79277
59,75397
60,73086
61,68939
62,72211
63,68477
64,49879
65,51095
66,47422
67,45586
68,42169
69,38702
70,35576
71,33496
72,34700
73,30747
74,24386
75,24556
76,24484
77,21698
78,22404
79,23547
80,19205
81,19934
82,19655
83,15750
84+,88131
