group_name,value
0,57975
1,59044
2,64653
3,62527
4,62892
5,63135
6,63332
7,63961
8,61036
9,60349
10,59788
11,62192
12,63464
13,68003
14,67805
15,70139
16,69398
17,70538
18,69503
19,69947
20,70297
21,71238
22,73673
23,76908
24,77010
25,78433
26,80542
27,81106
28,83668
29,84369
30,81903
31,82947
32,80278
33,80196
34,78030
35,75753
36,72597
37,71768
38,69821
39,67290
40,65812
41,67037
42,66470
43,70091
44,70904
45,72556
46,71923
47,74519
48,80106
49,78861
50,78241
51,81524
52,79997
53,76599
54,75889
55,78457
56,83418
57,88637
58,85391
59,82891
60,80518
61,75575
62,72900
63,72067
64,68497
65,68136
66,66798
67,66387
68,64486
69,62417
70,62495
71,60350
72,58230
73,58980
74,57517
75,59224
76,61306
77,61341
78,56969
79,51749
80,45742
81,41115
82,34587
83,31455
84+,168230
