group_name,value
0,58448
1,74349
2,93521
3,85646
4,81822
5,81872
6,80375
7,79217
8,82049
9,83281
10,83255
11,83167
12,85029
13,82778
14,79784
15,83054
16,85558
17,80715
18,72298
19,69593
20,72260
21,74311
22,77204
23,77809
24,79167
25,78853
26,77004
27,79054
28,81293
29,81860
30,82677
31,77142
32,74550
33,73518
34,72600
35,72663
36,68587
37,69921
38,77343
39,83999
40,82250
41,79645
42,82299
43,83533
44,86552
45,93748
46,93886
47,96062
48,97911
49,100441
50,99346
51,98767
52,97724
53,93836
54,91093
55,91483
56,88137
57,84942
58,81948
59,78765
60,75594
61,73770
62,73581
63,72890
64,52472
65,54435
66,51504
67,53101
68,47289
69,43892
70,39828
71,42797
72,39477
73,37916
74,34004
75,32847
76,28015
77,29601
78,29727
79,29576
80,27475
81,27010
82,25109
83,23600
84+,124960
