date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-03-15,-24.0,6.0,-21.0,-24.0,-7.0,4.0
2020-03-16,-14.0,23.0,26.0,-25.0,-18.0,7.0
2020-03-17,-28.0,19.0,-8.0,-37.0,-29.0,12.0
2020-03-18,-33.0,28.0,-7.0,-43.0,-36.0,16.0
2020-03-19,-36.0,30.0,-28.0,-47.0,-41.0,18.0
2020-03-20,-46.0,8.0,-22.0,-51.0,-44.0,20.0
2020-03-21,-62.0,-8.0,-23.0,-58.0,-34.0,15.0
2020-03-22,-67.0,-20.0,-6.0,-61.0,-40.0,13.0
2020-03-23,-59.0,-13.0,-5.0,-63.0,-60.0,25.0
2020-03-24,-76.0,-25.0,-19.0,-72.0,-70.0,31.0
2020-03-25,-79.0,-28.0,-17.0,-76.0,-73.0,33.0
2020-03-26,-80.0,-32.0,-20.0,-77.0,-75.0,34.0
2020-03-27,-81.0,-32.0,-30.0,-77.0,-75.0,35.0
2020-03-28,-85.0,-41.0,-57.0,-78.0,-63.0,23.0
2020-03-29,-87.0,-48.0,-59.0,-80.0,-62.0,19.0
2020-03-30,-79.0,-36.0,-41.0,-79.0,-77.0,33.0
2020-03-31,-79.0,-35.0,-30.0,-79.0,-78.0,34.0
2020-04-01,-81.0,-36.0,-32.0,-80.0,-78.0,35.0
2020-04-02,-81.0,-36.0,-28.0,-80.0,-78.0,36.0
2020-04-03,-81.0,-34.0,-27.0,-79.0,-77.0,36.0
2020-04-04,-84.0,-38.0,-30.0,-77.0,-63.0,23.0
2020-04-05,-84.0,-41.0,-15.0,-76.0,-61.0,18.0
2020-04-06,-78.0,-35.0,-24.0,-79.0,-77.0,33.0
2020-04-07,-79.0,-33.0,-9.0,-78.0,-78.0,34.0
2020-04-08,-80.0,-33.0,-19.0,-79.0,-78.0,34.0
2020-04-09,-78.0,-26.0,-10.0,-78.0,-78.0,34.0
2020-04-10,-83.0,-35.0,-13.0,-82.0,-85.0,38.0
2020-04-11,-84.0,-36.0,-34.0,-77.0,-64.0,23.0
2020-04-12,-89.0,-60.0,-25.0,-78.0,-64.0,19.0
2020-04-13,-83.0,-43.0,-20.0,-85.0,-87.0,37.0
2020-04-14,-78.0,-32.0,-16.0,-78.0,-77.0,33.0
2020-04-15,-79.0,-32.0,-6.0,-78.0,-77.0,34.0
2020-04-16,-79.0,-32.0,-15.0,-79.0,-76.0,34.0
2020-04-17,-81.0,-34.0,-43.0,-79.0,-75.0,36.0
2020-04-18,-84.0,-38.0,-47.0,-77.0,-59.0,23.0
2020-04-19,-83.0,-42.0,-6.0,-75.0,-56.0,17.0
2020-04-20,-77.0,-34.0,1.0,-77.0,-75.0,32.0
2020-04-21,-78.0,-33.0,-3.0,-77.0,-75.0,33.0
2020-04-22,-79.0,-32.0,3.0,-77.0,-74.0,33.0
2020-04-23,-78.0,-30.0,8.0,-77.0,-74.0,33.0
2020-04-24,-79.0,-30.0,-5.0,-75.0,-73.0,34.0
2020-04-25,-82.0,-35.0,-25.0,-74.0,-57.0,21.0
2020-04-26,-81.0,-38.0,5.0,-72.0,-54.0,16.0
2020-04-27,-76.0,-32.0,-2.0,-76.0,-73.0,31.0
2020-04-28,-82.0,-42.0,-62.0,-80.0,-75.0,32.0
2020-04-29,-79.0,-33.0,-35.0,-77.0,-73.0,33.0
2020-04-30,-81.0,-35.0,-43.0,-78.0,-74.0,34.0
2020-05-01,-80.0,-30.0,-32.0,-75.0,-72.0,34.0
2020-05-02,-81.0,-31.0,-17.0,-71.0,-54.0,20.0
2020-05-03,-82.0,-40.0,-23.0,-74.0,-53.0,17.0
2020-05-04,-75.0,-29.0,11.0,-74.0,-72.0,30.0
2020-05-05,-77.0,-29.0,0.0,-75.0,-72.0,31.0
2020-05-06,-77.0,-27.0,16.0,-74.0,-71.0,31.0
2020-05-07,-75.0,-22.0,21.0,-73.0,-71.0,31.0
2020-05-08,-79.0,-27.0,32.0,-76.0,-81.0,35.0
2020-05-09,-80.0,-30.0,5.0,-70.0,-53.0,19.0
2020-05-10,-83.0,-41.0,-36.0,-75.0,-51.0,17.0
2020-05-11,-75.0,-28.0,-17.0,-74.0,-71.0,30.0
2020-05-12,-75.0,-27.0,6.0,-73.0,-70.0,30.0
2020-05-13,-77.0,-29.0,-12.0,-74.0,-70.0,31.0
2020-05-14,-75.0,-26.0,8.0,-74.0,-70.0,30.0
2020-05-15,-75.0,-24.0,21.0,-71.0,-68.0,30.0
2020-05-16,-78.0,-28.0,-2.0,-68.0,-49.0,18.0
2020-05-17,-77.0,-31.0,40.0,-67.0,-46.0,14.0
2020-05-18,-70.0,-22.0,60.0,-70.0,-68.0,28.0
2020-05-19,-71.0,-21.0,64.0,-69.0,-68.0,28.0
2020-05-20,-72.0,-19.0,75.0,-69.0,-68.0,28.0
2020-05-21,-72.0,-19.0,54.0,-70.0,-68.0,29.0
2020-05-22,-73.0,-19.0,25.0,-69.0,-66.0,29.0
2020-05-23,-76.0,-24.0,-10.0,-67.0,-45.0,18.0
2020-05-24,-74.0,-28.0,47.0,-63.0,-43.0,12.0
2020-05-25,-70.0,-23.0,160.0,-72.0,-82.0,28.0
2020-05-26,-70.0,-19.0,57.0,-68.0,-67.0,27.0
2020-05-27,-71.0,-20.0,54.0,-69.0,-66.0,27.0
2020-05-28,-70.0,-18.0,66.0,-68.0,-66.0,28.0
2020-05-29,-71.0,-16.0,61.0,-66.0,-64.0,27.0
2020-05-30,-74.0,-20.0,48.0,-61.0,-35.0,14.0
2020-05-31,-73.0,-25.0,68.0,-61.0,-33.0,11.0
2020-06-01,-65.0,-16.0,75.0,-65.0,-63.0,25.0
2020-06-02,-68.0,-18.0,70.0,-66.0,-63.0,25.0
2020-06-03,-71.0,-23.0,1.0,-68.0,-63.0,27.0
2020-06-04,-70.0,-21.0,7.0,-68.0,-63.0,28.0
2020-06-05,-71.0,-20.0,-3.0,-67.0,-62.0,28.0
2020-06-06,-75.0,-27.0,-36.0,-65.0,-38.0,17.0
2020-06-07,-72.0,-27.0,11.0,-62.0,-35.0,12.0
2020-06-08,-65.0,-19.0,33.0,-66.0,-61.0,25.0
2020-06-09,-67.0,-20.0,48.0,-66.0,-61.0,25.0
2020-06-10,-71.0,-25.0,-21.0,-69.0,-62.0,28.0
2020-06-11,-68.0,-21.0,7.0,-68.0,-62.0,27.0
2020-06-12,-69.0,-19.0,1.0,-66.0,-60.0,27.0
2020-06-13,-69.0,-18.0,54.0,-58.0,-28.0,12.0
2020-06-14,-68.0,-23.0,71.0,-58.0,-27.0,10.0
2020-06-15,-55.0,-16.0,58.0,-62.0,-59.0,23.0
2020-06-16,-59.0,-16.0,53.0,-63.0,-60.0,24.0
2020-06-17,-63.0,-20.0,17.0,-65.0,-60.0,25.0
2020-06-18,-63.0,-19.0,10.0,-66.0,-61.0,26.0
2020-06-19,-62.0,-14.0,19.0,-62.0,-58.0,24.0
2020-06-20,-63.0,-15.0,43.0,-54.0,-25.0,11.0
2020-06-21,-63.0,-22.0,39.0,-57.0,-23.0,9.0
2020-06-22,-54.0,-13.0,97.0,-60.0,-60.0,22.0
2020-06-23,-58.0,-13.0,90.0,-60.0,-60.0,22.0
2020-06-24,-60.0,-12.0,89.0,-61.0,-58.0,22.0
2020-06-25,-60.0,-11.0,88.0,-61.0,-59.0,22.0
2020-06-26,-61.0,-11.0,57.0,-59.0,-57.0,22.0
2020-06-27,-65.0,-18.0,-8.0,-57.0,-29.0,12.0
2020-06-28,-62.0,-23.0,26.0,-55.0,-22.0,9.0
2020-06-29,-55.0,-15.0,34.0,-61.0,-58.0,22.0
2020-06-30,-58.0,-18.0,12.0,-63.0,-58.0,23.0
2020-07-01,-58.0,-17.0,24.0,-62.0,-57.0,23.0
2020-07-02,-58.0,-17.0,16.0,-62.0,-58.0,23.0
2020-07-03,-58.0,-13.0,35.0,-58.0,-56.0,22.0
2020-07-04,-57.0,-19.0,0.0,-52.0,-23.0,10.0
2020-07-05,-52.0,-20.0,59.0,-50.0,-20.0,7.0
2020-07-06,-48.0,-15.0,53.0,-58.0,-57.0,20.0
2020-07-07,-52.0,-18.0,32.0,-59.0,-58.0,21.0
2020-07-08,-55.0,-20.0,-5.0,-61.0,-57.0,22.0
2020-07-09,-54.0,-18.0,5.0,-60.0,-57.0,22.0
2020-07-10,-52.0,-14.0,36.0,-56.0,-55.0,19.0
2020-07-11,-54.0,-18.0,36.0,-48.0,-20.0,7.0
2020-07-12,-51.0,-20.0,72.0,-47.0,-17.0,5.0
2020-07-13,-47.0,-15.0,65.0,-57.0,-56.0,19.0
2020-07-14,-49.0,-17.0,40.0,-58.0,-57.0,20.0
2020-07-15,-48.0,-19.0,28.0,-60.0,-55.0,20.0
2020-07-16,-46.0,-16.0,48.0,-59.0,-55.0,20.0
2020-07-17,-46.0,-14.0,71.0,-54.0,-53.0,17.0
2020-07-18,-50.0,-19.0,45.0,-48.0,-19.0,6.0
2020-07-19,-49.0,-25.0,13.0,-51.0,-18.0,6.0
2020-07-20,-40.0,-14.0,89.0,-57.0,-57.0,18.0
2020-07-21,-44.0,-17.0,67.0,-58.0,-58.0,18.0
2020-07-22,-45.0,-18.0,66.0,-58.0,-56.0,19.0
2020-07-23,-45.0,-17.0,56.0,-58.0,-56.0,19.0
2020-07-24,-47.0,-18.0,45.0,-55.0,-55.0,18.0
2020-07-25,-52.0,-25.0,-27.0,-52.0,-21.0,8.0
2020-07-26,-46.0,-24.0,25.0,-48.0,-15.0,5.0
2020-07-27,-44.0,-19.0,11.0,-59.0,-59.0,19.0
2020-07-28,-43.0,-17.0,49.0,-57.0,-58.0,18.0
2020-07-29,-42.0,-16.0,65.0,-56.0,-57.0,18.0
2020-07-30,-41.0,-13.0,75.0,-56.0,-58.0,17.0
2020-07-31,-46.0,-18.0,55.0,-54.0,-57.0,15.0
2020-08-01,-49.0,-21.0,26.0,-46.0,-19.0,4.0
2020-08-02,-44.0,-23.0,49.0,-45.0,-15.0,3.0
2020-08-03,-35.0,-17.0,61.0,-56.0,-58.0,16.0
2020-08-04,-36.0,-19.0,54.0,-56.0,-58.0,17.0
2020-08-05,-36.0,-20.0,55.0,-56.0,-57.0,17.0
2020-08-06,-42.0,-17.0,57.0,-57.0,-58.0,17.0
2020-08-07,-46.0,-18.0,44.0,-55.0,-56.0,16.0
2020-08-08,-49.0,-22.0,23.0,-48.0,-20.0,4.0
2020-08-09,-45.0,-23.0,45.0,-46.0,-15.0,2.0
2020-08-10,-32.0,-16.0,59.0,-55.0,-58.0,15.0
2020-08-11,-35.0,-19.0,46.0,-56.0,-58.0,16.0
2020-08-12,-36.0,-19.0,37.0,-57.0,-57.0,17.0
2020-08-13,-43.0,-20.0,23.0,-58.0,-58.0,18.0
2020-08-14,-45.0,-21.0,0.0,-55.0,-56.0,17.0
2020-08-15,-48.0,-25.0,-19.0,-49.0,-21.0,6.0
2020-08-16,-44.0,-26.0,12.0,-47.0,-16.0,4.0
2020-08-17,-30.0,-22.0,27.0,-55.0,-58.0,16.0
2020-08-18,-31.0,-21.0,35.0,-55.0,-56.0,16.0
2020-08-19,-38.0,-29.0,-22.0,-58.0,-57.0,18.0
2020-08-20,-38.0,-16.0,61.0,-55.0,-56.0,16.0
2020-08-21,-43.0,-20.0,13.0,-54.0,-55.0,16.0
2020-08-22,-45.0,-22.0,12.0,-45.0,-17.0,4.0
2020-08-23,-41.0,-25.0,27.0,-45.0,-14.0,3.0
2020-08-24,-26.0,-21.0,33.0,-54.0,-56.0,15.0
2020-08-25,-31.0,-23.0,-3.0,-55.0,-57.0,17.0
2020-08-26,-25.0,-19.0,39.0,-52.0,-54.0,15.0
2020-08-27,-40.0,-23.0,-2.0,-56.0,-56.0,17.0
2020-08-28,-39.0,-17.0,-1.0,-52.0,-55.0,15.0
2020-08-29,-43.0,-23.0,-18.0,-45.0,-19.0,5.0
2020-08-30,-35.0,-23.0,22.0,-41.0,-15.0,2.0
2020-08-31,-18.0,-24.0,68.0,-59.0,-74.0,17.0
2020-09-01,-34.0,-15.0,41.0,-52.0,-56.0,15.0
2020-09-02,-37.0,-18.0,19.0,-53.0,-54.0,16.0
2020-09-03,-38.0,-18.0,10.0,-53.0,-54.0,16.0
2020-09-04,-38.0,-16.0,17.0,-48.0,-51.0,14.0
2020-09-05,-38.0,-18.0,13.0,-42.0,-17.0,4.0
2020-09-06,-34.0,-18.0,39.0,-42.0,-15.0,3.0
2020-09-07,-32.0,-14.0,34.0,-49.0,-54.0,14.0
2020-09-08,-35.0,-15.0,36.0,-49.0,-54.0,14.0
2020-09-09,-37.0,-16.0,31.0,-50.0,-51.0,14.0
2020-09-10,-35.0,-14.0,42.0,-48.0,-51.0,14.0
2020-09-11,-36.0,-14.0,27.0,-45.0,-49.0,12.0
2020-09-12,-38.0,-17.0,19.0,-40.0,-16.0,4.0
2020-09-13,-34.0,-17.0,62.0,-38.0,-13.0,2.0
2020-09-14,-32.0,-13.0,68.0,-47.0,-47.0,12.0
2020-09-15,-35.0,-14.0,49.0,-47.0,-48.0,13.0
2020-09-16,-37.0,-16.0,40.0,-48.0,-47.0,14.0
2020-09-17,-36.0,-15.0,41.0,-48.0,-47.0,13.0
2020-09-18,-37.0,-14.0,29.0,-45.0,-45.0,12.0
2020-09-19,-38.0,-18.0,21.0,-41.0,-16.0,5.0
2020-09-20,-35.0,-18.0,52.0,-40.0,-14.0,3.0
2020-09-21,-32.0,-12.0,51.0,-47.0,-48.0,13.0
2020-09-22,-36.0,-14.0,37.0,-47.0,-48.0,13.0
2020-09-23,-41.0,-18.0,-7.0,-50.0,-46.0,15.0
2020-09-24,-40.0,-15.0,-1.0,-50.0,-47.0,15.0
2020-09-25,-40.0,-13.0,-10.0,-47.0,-45.0,14.0
2020-09-26,-40.0,-17.0,-18.0,-43.0,-16.0,6.0
2020-09-27,-40.0,-21.0,-10.0,-45.0,-16.0,6.0
2020-09-28,-33.0,-13.0,30.0,-48.0,-46.0,14.0
2020-09-29,-38.0,-15.0,10.0,-49.0,-46.0,15.0
2020-09-30,-39.0,-17.0,-8.0,-49.0,-46.0,15.0
2020-10-01,-37.0,-12.0,10.0,-49.0,-44.0,15.0
2020-10-02,-47.0,-20.0,-35.0,-49.0,-44.0,16.0
2020-10-03,-42.0,-16.0,-32.0,-44.0,-17.0,8.0
2020-10-04,-45.0,-26.0,-45.0,-48.0,-17.0,7.0
2020-10-05,-36.0,-13.0,10.0,-48.0,-45.0,14.0
2020-10-06,-39.0,-15.0,0.0,-48.0,-46.0,15.0
2020-10-07,-39.0,-15.0,11.0,-49.0,-44.0,14.0
2020-10-08,-41.0,-16.0,-6.0,-50.0,-45.0,15.0
2020-10-09,-41.0,-14.0,-9.0,-47.0,-42.0,14.0
2020-10-10,-39.0,-16.0,-17.0,-42.0,-14.0,7.0
2020-10-11,-36.0,-18.0,14.0,-41.0,-13.0,5.0
2020-10-12,-40.0,-17.0,-8.0,-49.0,-45.0,15.0
2020-10-13,-43.0,-19.0,-21.0,-50.0,-45.0,16.0
2020-10-14,-40.0,-14.0,-3.0,-49.0,-43.0,15.0
2020-10-15,-39.0,-13.0,-4.0,-49.0,-43.0,15.0
2020-10-16,-39.0,-10.0,-3.0,-45.0,-41.0,14.0
2020-10-17,-43.0,-16.0,-14.0,-47.0,-15.0,8.0
2020-10-18,-40.0,-18.0,8.0,-46.0,-15.0,7.0
2020-10-19,-38.0,-14.0,16.0,-51.0,-46.0,16.0
2020-10-20,-41.0,-15.0,9.0,-51.0,-46.0,16.0
2020-10-21,-47.0,-21.0,-29.0,-54.0,-46.0,18.0
2020-10-22,-39.0,-12.0,11.0,-52.0,-45.0,16.0
2020-10-23,-41.0,-12.0,-5.0,-51.0,-44.0,16.0
2020-10-24,-44.0,-18.0,-27.0,-48.0,-15.0,8.0
2020-10-25,-36.0,-16.0,0.0,-46.0,-14.0,6.0
2020-10-26,-33.0,-14.0,19.0,-54.0,-53.0,17.0
2020-10-27,-40.0,-19.0,-25.0,-55.0,-54.0,18.0
2020-10-28,-38.0,-16.0,-3.0,-54.0,-52.0,18.0
2020-10-29,-41.0,-17.0,-24.0,-56.0,-53.0,19.0
2020-10-30,-39.0,-11.0,-5.0,-51.0,-50.0,17.0
2020-10-31,-44.0,-15.0,-33.0,-47.0,-15.0,8.0
2020-11-01,-34.0,-16.0,-13.0,-43.0,-12.0,5.0
2020-11-02,-28.0,-9.0,1.0,-48.0,-44.0,14.0
2020-11-03,-27.0,-11.0,-10.0,-46.0,-43.0,14.0
2020-11-04,-21.0,-8.0,10.0,-43.0,-41.0,12.0
2020-11-05,-64.0,-18.0,-9.0,-60.0,-50.0,21.0
2020-11-06,-65.0,-15.0,-12.0,-60.0,-49.0,22.0
2020-11-07,-66.0,-18.0,2.0,-62.0,-33.0,15.0
2020-11-08,-66.0,-23.0,7.0,-62.0,-35.0,12.0
2020-11-09,-59.0,-19.0,4.0,-58.0,-51.0,20.0
2020-11-10,-61.0,-16.0,4.0,-58.0,-51.0,20.0
2020-11-11,-62.0,-17.0,-7.0,-59.0,-50.0,21.0
2020-11-12,-61.0,-13.0,6.0,-59.0,-51.0,21.0
2020-11-13,-63.0,-11.0,-6.0,-58.0,-49.0,21.0
2020-11-14,-69.0,-21.0,-46.0,-64.0,-35.0,16.0
2020-11-15,-66.0,-22.0,-9.0,-61.0,-36.0,12.0
2020-11-16,-59.0,-17.0,-3.0,-58.0,-51.0,20.0
2020-11-17,-61.0,-16.0,-4.0,-58.0,-51.0,20.0
2020-11-18,-62.0,-17.0,-6.0,-59.0,-50.0,21.0
2020-11-19,-63.0,-16.0,-15.0,-60.0,-51.0,22.0
2020-11-20,-64.0,-13.0,-25.0,-59.0,-49.0,22.0
2020-11-21,-65.0,-16.0,-14.0,-59.0,-32.0,14.0
2020-11-22,-62.0,-18.0,24.0,-58.0,-33.0,11.0
2020-11-23,-58.0,-16.0,3.0,-58.0,-50.0,20.0
2020-11-24,-60.0,-16.0,-1.0,-58.0,-51.0,20.0
2020-11-25,-62.0,-18.0,-12.0,-59.0,-49.0,21.0
2020-11-26,-60.0,-15.0,-3.0,-59.0,-50.0,21.0
2020-11-27,-61.0,-12.0,-14.0,-58.0,-49.0,21.0
2020-11-28,-63.0,-16.0,-16.0,-58.0,-30.0,14.0
2020-11-29,-63.0,-21.0,-3.0,-59.0,-32.0,11.0
2020-11-30,-56.0,-16.0,-10.0,-57.0,-49.0,19.0
2020-12-01,-57.0,-14.0,-4.0,-57.0,-48.0,19.0
2020-12-02,-43.0,-13.0,-13.0,-53.0,-42.0,17.0
2020-12-03,-46.0,-18.0,-34.0,-53.0,-44.0,18.0
2020-12-04,-42.0,-9.0,-24.0,-49.0,-42.0,16.0
2020-12-05,-38.0,-10.0,-14.0,-42.0,-14.0,8.0
2020-12-06,-38.0,-15.0,-11.0,-44.0,-15.0,7.0
2020-12-07,-38.0,-12.0,-13.0,-51.0,-45.0,16.0
2020-12-08,-41.0,-12.0,-15.0,-51.0,-44.0,16.0
2020-12-09,-42.0,-12.0,-14.0,-52.0,-43.0,16.0
2020-12-10,-41.0,-11.0,-12.0,-51.0,-44.0,17.0
2020-12-11,-42.0,-9.0,-13.0,-48.0,-42.0,16.0
2020-12-12,-41.0,-11.0,-18.0,-42.0,-15.0,8.0
2020-12-13,-44.0,-18.0,-32.0,-47.0,-16.0,8.0
2020-12-14,-37.0,-12.0,-10.0,-51.0,-47.0,16.0
2020-12-15,-32.0,-7.0,-1.0,-48.0,-46.0,15.0
2020-12-16,-51.0,-12.0,-19.0,-56.0,-48.0,19.0
2020-12-17,-49.0,-6.0,2.0,-56.0,-50.0,19.0
2020-12-18,-53.0,-9.0,-26.0,-56.0,-52.0,20.0
2020-12-19,-53.0,-10.0,-30.0,-51.0,-22.0,11.0
2020-12-20,-65.0,-18.0,-6.0,-59.0,-28.0,10.0
2020-12-21,-58.0,-5.0,-19.0,-66.0,-63.0,23.0
2020-12-22,-58.0,-3.0,-11.0,-67.0,-65.0,24.0
2020-12-23,-59.0,4.0,-21.0,-68.0,-65.0,25.0
2020-12-24,-61.0,3.0,-6.0,-72.0,-72.0,27.0
2020-12-25,-92.0,-84.0,-27.0,-92.0,-88.0,37.0
2020-12-26,-85.0,-58.0,-42.0,-79.0,-56.0,20.0
2020-12-27,-71.0,-32.0,-8.0,-68.0,-35.0,12.0
2020-12-28,-68.0,-31.0,-4.0,-78.0,-80.0,31.0
2020-12-29,-65.0,-21.0,-11.0,-73.0,-72.0,28.0
2020-12-30,-64.0,-14.0,2.0,-73.0,-71.0,28.0
2020-12-31,-65.0,-7.0,-12.0,-74.0,-73.0,29.0
