group_name,value
0,11278
1,14276
2,18224
3,17206
4,15966
5,17005
6,17541
7,17234
8,17138
9,18409
10,18819
11,18462
12,18595
13,18891
14,19639
15,20371
16,19834
17,18015
18,15782
19,15247
20,14440
21,14917
22,15491
23,14638
24,15430
25,14560
26,14368
27,15163
28,15897
29,16322
30,16089
31,15157
32,16277
33,14896
34,15609
35,16144
36,16544
37,17370
38,18967
39,21139
40,21233
41,21476
42,22027
43,22204
44,22236
45,25537
46,24571
47,24821
48,26123
49,25880
50,25758
51,26407
52,25268
53,24837
54,23869
55,23914
56,22821
57,22065
58,20707
59,19692
60,19906
61,19546
62,20646
63,19460
64,14336
65,14108
66,13603
67,13695
68,12036
69,11056
70,10101
71,9480
72,9422
73,8627
74,7252
75,7391
76,7003
77,6889
78,6794
79,7037
80,6385
81,5689
82,5709
83,5219
84+,26758
