group_name,value
1,59723
2,59566
3,63981
4,57028
5,55525
6,54329
7,53895
8,53019
9,51931
10,50497
11,49594
12,49544
13,49316
14,49002
15,48596
16,48217
17,48646
18,49456
19,50047
20,49882
21,49321
22,49711
23,49479
24,48965
25,48710
26,48930
27,47727
28,50324
29,50554
30,50711
31,50415
32,49561
33,46870
34,42327
35,41018
36,35365
37,36733
38,37321
39,33819
40,30048
41,28256
42,28088
43,25099
44,25687
45,25206
46,23279
47,20312
48,21867
49,19486
50,20107
51,19518
52,19571
53,16705
54,16903
55,17233
56,16329
57,15083
58,14223
59,13743
60,12543
61,12516
62,11893
63,8663
64,9275
65,8966
66,9129
67,8941
68,7190
69,6978
70,6776
71,6548
72,6275
73,5953
74,5554
75,5022
76,4103
77,3638
78,3231
79,2966
80,2636
81,2340
82,2076
83,1839
84,1618
85+,7484
