group_name,value
0,64421
1,66477
2,69297
3,72493
4,74783
5,75203
6,77629
7,81765
8,84500
9,84416
10,82830
11,76574
12,70537
13,73152
14,67433
15,61144
16,55698
17,51066
18,47226
19,44330
20,42457
21,41660
22,41988
23,43307
24,44784
25,46011
26,46937
27,47514
28,47859
29,48559
30,49855
31,51764
32,54269
33,57116
34,59158
35,59924
36,59373
37,57492
38,54530
39,51604
40,49156
41,47254
42,45912
43,45056
44,44326
45,43560
46,42716
47,41758
48,40688
49,39517
50,38277
51,37006
52,35745
53,34524
54,33393
55,32362
56,31407
57,30499
58,29597
59,28592
60,27437
61,26148
62,24759
63,23265
64,21651
65,19910
66,18036
67,16029
68,13943
69,12033
70,10411
71,9068
72,8025
73,7246
74,6603
75,6056
76,5571
77,5136
78,4726
79,4326
80,3912
81,3492
82,3070
83,2667
84+,12270
