group_name,value
0,34700
1,44586
2,53159
3,48317
4,45820
5,45095
6,45697
7,44150
8,42893
9,45580
10,45573
11,44322
12,45163
13,43065
14,40843
15,42831
16,41806
17,42512
18,37615
19,37013
20,38774
21,38843
22,39481
23,40744
24,43494
25,42132
26,42352
27,41923
28,41438
29,41512
30,40297
31,37867
32,39511
33,38750
34,37535
35,37026
36,35204
37,35608
38,37511
39,39959
40,39959
41,39542
42,37284
43,36854
44,39002
45,42850
46,43015
47,44365
48,47231
49,47833
50,47046
51,44384
52,45697
53,43930
54,42248
55,44224
56,40966
57,38413
58,36658
59,35965
60,34112
61,35474
62,35173
63,34995
64,24336
65,25833
66,23913
67,23723
68,21023
69,20385
70,18065
71,18783
72,19249
73,18218
74,14893
75,15199
76,15046
77,14438
78,13843
79,14524
80,13708
81,13297
82,13162
83,12100
84+,65750
