group_name,value
0,49729
1,62697
2,81109
3,73511
4,69724
5,68526
6,66403
7,67215
8,67652
9,70993
10,71836
11,71503
12,72825
13,69504
14,66841
15,70077
16,71493
17,71722
18,66684
19,70098
20,70337
21,67954
22,68183
23,66746
24,64655
25,64915
26,62843
27,66372
28,66549
29,69724
30,69182
31,62677
32,64447
33,63770
34,60752
35,63593
36,62053
37,64384
38,67184
39,72148
40,70139
41,67298
42,65497
43,66226
44,71648
45,74522
46,76530
47,75926
48,76031
49,75551
50,76874
51,75510
52,76634
53,77675
54,74875
55,74657
56,70171
57,68245
58,67297
59,64707
60,63916
61,64540
62,65372
63,61543
64,50781
65,50010
66,45171
67,45535
68,42526
69,40009
70,38780
71,37531
72,37239
73,34231
74,27280
75,27342
76,25811
77,26863
78,24281
79,23949
80,22721
81,21398
82,20243
83,17891
84+,86147
