group_name,value
0,7095
1,7305
2,7714
3,7213
4,6502
5,6673
6,6402
7,6062
8,5902
9,5676
10,6196
11,5758
12,5995
13,5992
14,6225
15,6810
16,6903
17,6508
18,7476
19,7196
20,8904
21,8086
22,8526
23,8632
24,8279
25,8960
26,7906
27,8034
28,7663
29,6982
30,8515
31,6734
32,7138
33,6685
34,6704
35,7026
36,6234
37,6516
38,6386
39,6091
40,6969
41,6206
42,6603
43,6435
44,6770
45,7286
46,7213
47,7187
48,7716
49,7410
50,8875
51,7595
52,7334
53,7069
54,6594
55,6456
56,6210
57,5513
58,5480
59,4589
60,5191
61,4063
62,3341
63,3224
64,2661
65,1898
66,1675
67,2071
68,2551
69,3185
70,3736
71,3530
72,3531
73,3441
74,3064
75,2436
76,1938
77,2010
78,1915
79,1489
80,2068
81,1349
82,1336
83,1048
84+,3701
