group_name,value
0,51541
1,49798
2,47503
3,42830
4,40974
5,41814
6,41327
7,41750
8,40782
9,38319
10,39985
11,38213
12,41164
13,42385
14,41016
15,42075
16,49453
17,48471
18,50687
19,52841
20,60825
21,61728
22,64793
23,66805
24,62844
25,62188
26,61482
27,61961
28,57154
29,57436
30,58990
31,56646
32,54986
33,56526
34,58248
35,54966
36,52940
37,51824
38,51457
39,50200
40,50871
41,49346
42,48796
43,53159
44,55439
45,55982
46,59477
47,62731
48,66198
49,65181
50,68174
51,65138
52,62893
53,60775
54,56964
55,58030
56,55813
57,48372
58,50369
59,46198
60,44666
61,45209
62,34860
63,37888
64,30694
65,17274
66,15255
67,15397
68,25555
69,29297
70,31259
71,34683
72,29290
73,30582
74,25216
75,22442
76,20635
77,17288
78,19534
79,18778
80,18016
81,14839
82,15157
83,11126
84+,40239
