group_name,value
0,248443
1,303156
2,358105
3,315559
4,292637
5,284042
6,288517
7,290911
8,299231
9,312105
10,325450
11,347311
12,350569
13,375963
14,405242
15,434522
16,464115
17,514393
18,496457
19,493159
20,491315
21,503247
22,513765
23,482052
24,452891
25,416232
26,387070
27,360852
28,346880
29,339658
30,343386
31,332005
32,331062
33,354338
34,383106
35,429694
36,480404
37,522518
38,548579
39,568360
40,575464
41,593283
42,594656
43,571971
44,541082
45,512352
46,490491
47,440527
48,407715
49,363325
50,312615
51,280039
52,253075
53,259787
54,276978
55,287103
56,294679
57,299074
58,288949
59,275016
60,257314
61,242203
62,232705
63,223874
64,207978
65,204760
66,190709
67,183409
68,169279
69,160801
70,153187
71,146162
72,140824
73,127008
74,109817
75,93451
76,91763
77,87014
78,75985
79,59029
80,49885
81,41014
82,33635
83,25550
84+,112173
