group_name,value
0,98233
1,98285
2,98894
3,99162
4,99826
5,99819
6,101885
7,104972
8,109416
9,111324
10,111584
11,112012
12,112527
13,112102
14,112026
15,112259
16,114103
17,110638
18,110220
19,112227
20,114559
21,118725
22,123806
23,127457
24,129547
25,129803
26,128041
27,126146
28,123836
29,120379
30,115953
31,110280
32,104711
33,99454
34,94170
35,89219
36,84021
37,79349
38,75869
39,73677
40,72827
41,72856
42,73407
43,73486
44,73328
45,72957
46,71183
47,69178
48,67067
49,64852
50,63888
51,63005
52,61623
53,59899
54,58303
55,57137
56,55562
57,53718
58,51616
59,49126
60,47314
61,45624
62,43648
63,41655
64,39814
65,38411
66,36772
67,35048
68,33334
69,31521
70,30273
71,29236
72,27931
73,26257
74,24559
75,23077
76,21389
77,19776
78,18120
79,16325
80,14965
81,13754
82,12423
83,10918
84+,46305
