group_name,value
0,1803927
1,1783312
2,1770301
3,1850377
4,2155724
5,2254189
6,2274957
7,2321836
8,2289998
9,2281974
10,2351463
11,2370045
12,2386821
13,2345728
14,2337875
15,2335090
16,2274150
17,2231663
18,2208366
19,2180073
20,2153172
21,2137557
22,2162489
23,2157395
24,2138684
25,2099499
26,2064952
27,2034757
28,2007961
29,1974018
30,1939667
31,1914481
32,1888912
33,1838303
34,1783585
35,1719056
36,1657136
37,1605416
38,1559595
39,1518699
40,1484209
41,1461333
42,1440366
43,1412214
44,1373697
45,1320125
46,1263079
47,1213298
48,1173963
49,1140178
50,1109223
51,1094558
52,1084094
53,1060439
54,1025787
55,982962
56,943557
57,913248
58,888411
59,857768
60,819263
61,785039
62,753644
63,720949
64,685185
65,642834
66,599518
67,560240
68,521558
69,479327
70,435236
71,396894
72,361851
73,328353
74,300837
75,258738
76,215699
77,179460
78,152658
79,128458
80,111865
81,98198
82,84657
83,71846
84+,273028
