group_name,value
1,64920
2,73704
3,78955
4,81758
5,85885
6,93079
7,102573
8,117951
9,119242
10,118851
11,118446
12,116803
13,110046
14,108025
15,108824
16,106203
17,101501
18,93108
19,88761
20,85413
21,84655
22,85170
23,86085
24,88895
25,88505
26,88536
27,85730
28,90355
29,97644
30,105614
31,112507
32,126542
33,131242
34,137343
35,145847
36,151983
37,150119
38,155039
39,150310
40,151740
41,153684
42,141140
43,137677
44,136179
45,133369
46,130704
47,128140
48,126950
49,126811
50,124651
51,122670
52,124546
53,123619
54,121581
55,117305
56,118072
57,117496
58,119228
59,121443
60,126429
61,130012
62,132833
63,136238
64,136740
65,133064
66,130323
67,121448
68,114527
69,109029
70,103490
71,90883
72,90545
73,86509
74,81963
75,84206
76,68718
77,62002
78,47823
79,32826
80,33589
81,26232
82,32552
83,37917
84,36079
85+,186745
