group_name,value
0,15925
1,16265
2,16656
3,17071
4,17520
5,17696
6,17969
7,18258
8,18430
9,18634
10,18787
11,18953
12,19032
13,19088
14,19110
15,19051
16,19030
17,18938
18,18762
19,18625
20,18717
21,18814
22,19014
23,19112
24,19204
25,19227
26,19508
27,19947
28,20477
29,21266
30,21712
31,22359
32,22886
33,23624
34,24679
35,25556
36,26455
37,27309
38,27680
39,27450
40,27338
41,26920
42,26271
43,25491
44,24209
45,23157
46,22084
47,21077
48,20517
49,20106
50,20043
51,19449
52,18630
53,18040
54,17542
55,17614
56,17628
57,17887
58,18474
59,19054
60,19521
61,19594
62,18936
63,17993
64,17017
65,15907
66,14974
67,14550
68,14556
69,14295
70,12918
71,11756
72,10929
73,10061
74,9071
75,8048
76,7108
77,6212
78,5389
79,4664
80,3982
81,3373
82,2853
83,2380
84+,9338
