group_name,value
0,336195
1,316707
2,292875
3,271141
4,256045
5,244605
6,233953
7,223142
8,215093
9,210645
10,207896
11,205016
12,203495
13,201882
14,200694
15,204011
16,210280
17,224929
18,244302
19,267595
20,293335
21,316544
22,334945
23,349617
24,360001
25,364929
26,366230
27,360577
28,351435
29,337356
30,318859
31,303890
32,288895
33,278374
34,272216
35,266550
36,260835
37,252832
38,242008
39,230631
40,219981
41,209199
42,201430
43,193758
44,186289
45,182962
46,177542
47,172035
48,165251
49,159842
50,152912
51,147432
52,141014
53,134251
54,127893
55,120676
56,115110
57,108490
58,101835
59,95197
60,88896
61,82586
62,76551
63,70535
64,64979
65,59035
66,54429
67,48875
68,45806
69,43221
70,41062
71,38674
72,36290
73,33530
74,30462
75,27214
76,24476
77,21472
78,19612
79,17587
80,16341
81,14824
82,13759
83,13600
84+,65537
