group_name,value
0,15135
1,15035
2,16957
3,16280
4,16485
5,16106
6,16318
7,16287
8,16035
9,15536
10,15663
11,15539
12,15940
13,15852
14,16699
15,16562
16,16267
17,16027
18,14697
19,13522
20,13255
21,13087
22,13287
23,13960
24,13557
25,14040
26,14279
27,15436
28,15801
29,16478
30,17576
31,17444
32,17456
33,17614
34,17239
35,18256
36,18601
37,18283
38,19520
39,19660
40,20602
41,21480
42,21227
43,20177
44,19328
45,18774
46,18648
47,18545
48,18024
49,14922
50,17046
51,16720
52,17215
53,16640
54,17464
55,16963
56,18062
57,17638
58,17088
59,18170
60,18164
61,18894
62,18908
63,18981
64,19291
65,20002
66,17683
67,17172
68,13639
69,6679
70,7755
71,10333
72,10995
73,11483
74,11423
75,10800
76,10494
77,10573
78,10088
79,9984
80,8751
81,8350
82,7919
83,7263
84+,37484
