group_name,value
0,4811
1,4763
2,4831
3,4246
4,3995
5,3982
6,3959
7,3844
8,3463
9,3297
10,3336
11,3383
12,3533
13,3525
14,3625
15,3860
16,4303
17,4009
18,4108
19,4442
20,4963
21,5267
22,5367
23,5685
24,5331
25,5260
26,5209
27,5190
28,4768
29,4516
30,4732
31,4254
32,4082
33,4042
34,3900
35,3708
36,3618
37,3353
38,3415
39,3287
40,3632
41,3731
42,3818
43,4002
44,4177
45,4635
46,4876
47,5225
48,5361
49,5362
50,5248
51,5206
52,4858
53,4646
54,4667
55,4599
56,4387
57,3657
58,3678
59,3363
60,3029
61,2809
62,1706
63,1852
64,1516
65,806
66,770
67,1085
68,1299
69,1516
70,1804
71,1891
72,1749
73,1750
74,1684
75,1379
76,812
77,776
78,985
79,916
80,920
81,679
82,582
83,517
84+,1702
