group_name,value
1,52512
2,51272
3,50588
4,50065
5,49249
6,48478
7,47722
8,46968
9,46157
10,45291
11,44362
12,43342
13,42279
14,40955
15,39563
16,38133
17,36701
18,35280
19,33926
20,32913
21,30873
22,29207
23,28154
24,27568
25,26987
26,26990
27,27074
28,27097
29,27174
30,27336
31,27560
32,27885
33,28275
34,28676
35,28929
36,28883
37,28495
38,27735
39,26622
40,25267
41,23811
42,22764
43,21735
44,20738
45,19775
46,18918
47,18149
48,17467
49,16851
50,16250
51,15615
52,14923
53,14202
54,13456
55,12773
56,12188
57,11690
58,11297
59,10989
60,10652
61,10206
62,9651
63,8979
64,8220
65,7480
66,6841
67,6311
68,5897
69,5573
70,5260
71,4907
72,4501
73,4053
74,3580
75,3148
76,2568
77,2247
78,2003
79,1796
80,1608
81,1420
82,1237
83,1063
84,897
85+,3385
