group_name,value
0,24334
1,27689
2,31721
3,29278
4,31057
5,31388
6,31985
7,32677
8,32508
9,32241
10,32177
11,33643
12,34227
13,35268
14,35788
15,36686
16,36788
17,35607
18,32063
19,27462
20,27256
21,27368
22,28748
23,30934
24,31868
25,34071
26,34594
27,36919
28,38089
29,38843
30,40124
31,41314
32,41011
33,42064
34,42282
35,42973
36,44711
37,46675
38,48069
39,51134
40,54050
41,57089
42,58823
43,57414
44,56139
45,54018
46,53909
47,51657
48,52646
49,39496
50,51037
51,46620
52,46575
53,44954
54,45253
55,45107
56,46550
57,45985
58,44691
59,46190
60,48029
61,47611
62,51255
63,53810
64,57454
65,63057
66,67847
67,67097
68,58741
69,37419
70,41472
71,48952
72,48459
73,49297
74,46543
75,42788
76,35223
77,36683
78,36440
79,34592
80,31808
81,29734
82,28197
83,28450
84+,144999
