group_name,value
1,7117599
2,6849667
3,6698054
4,6515731
5,6477819
6,6441969
7,6399244
8,6362203
9,6337737
10,6274200
11,6148061
12,6042118
13,5935236
14,5781544
15,5631164
16,5475092
17,5293132
18,5134258
19,4965366
20,4787877
21,4625818
22,4455005
23,4289385
24,4114513
25,3909649
26,3736137
27,3615447
28,3504007
29,3388075
30,3253622
31,3140159
32,3031303
33,2928836
34,2838417
35,2755078
36,2653613
37,2568927
38,2505017
39,2450383
40,2395118
41,2347413
42,2266328
43,2192740
44,2122851
45,2055005
46,1985177
47,1892626
48,1803106
49,1718728
50,1625308
51,1533701
52,1454973
53,1382004
54,1307748
55,1243996
56,1184380
57,1126131
58,1072074
59,1019611
60,970847
61,921944
62,875865
63,827474
64,781488
65,736297
66,693109
67,650295
68,606668
69,563465
70,520932
71,479839
72,439083
73,400820
74,362538
75,319246
76,288385
77,266548
78,240047
79,211226
80,182654
81,155508
82,130538
83,108252
84,88687
85+,288905
