group_name,value
1,21290
2,21031
3,20835
4,20520
5,20322
6,20636
7,20531
8,20460
9,20342
10,20161
11,19890
12,19522
13,19054
14,18489
15,17821
16,17247
17,16769
18,16395
19,16119
20,16004
21,15727
22,15396
23,15034
24,14640
25,14214
26,13748
27,13240
28,12691
29,12102
30,11502
31,11014
32,10684
33,10515
34,10508
35,10619
36,10684
37,10638
38,10477
39,10203
40,9838
41,9471
42,9138
43,8840
44,8578
45,8344
46,8116
47,7886
48,7651
49,7412
50,7165
51,6895
52,6595
53,6265
54,5905
55,5525
56,5163
57,4834
58,4537
59,4274
60,4038
61,3805
62,3569
63,3328
64,3082
65,2839
66,2622
67,2441
68,2294
69,2183
70,2096
71,1996
72,1871
73,1722
74,1550
75,1369
76,1198
77,1051
78,930
79,831
80,750
81,677
82,608
83,544
84,484
85+,2154
