group_name,value
0,14175
1,14082
2,13840
3,12049
4,11804
5,11541
6,11990
7,12094
8,11658
9,10924
10,11230
11,10771
12,11480
13,11514
14,11932
15,12533
16,15106
17,14699
18,14811
19,16831
20,19032
21,19654
22,20738
23,20937
24,20427
25,20411
26,20504
27,21086
28,19149
29,18679
30,18290
31,18857
32,18923
33,17785
34,18330
35,18027
36,17487
37,16873
38,17684
39,17533
40,17889
41,17015
42,17097
43,18152
44,19359
45,19677
46,20988
47,22833
48,23551
49,24745
50,24673
51,23617
52,22823
53,23605
54,21552
55,22019
56,21741
57,19534
58,18976
59,18203
60,18253
61,18391
62,14845
63,15722
64,12578
65,7512
66,6435
67,6520
68,10507
69,11671
70,12915
71,13291
72,11993
73,12283
74,10507
75,7942
76,6177
77,6411
78,7562
79,6329
80,6791
81,5651
82,5813
83,4487
84+,14207
