group_name,value
1,1461379
2,1434121
3,1410993
4,1386660
5,1373648
6,1375157
7,1367412
8,1363339
9,1359725
10,1351793
11,1353671
12,1367879
13,1381393
14,1388237
15,1378376
16,1357213
17,1325234
18,1283919
19,1245443
20,1208154
21,1171801
22,1139373
23,1101144
24,1058075
25,1018764
26,986703
27,948580
28,916927
29,889260
30,859018
31,840172
32,823338
33,811578
34,796804
35,781158
36,759983
37,737989
38,710354
39,680851
40,652833
41,623900
42,598861
43,574006
44,545663
45,521695
46,498077
47,475355
48,454848
49,433453
50,413791
51,396519
52,380283
53,364389
54,346050
55,329239
56,312479
57,296803
58,281876
59,265997
60,250109
61,234642
62,219119
63,203608
64,187873
65,174244
66,160838
67,147484
68,134230
69,121741
70,110537
71,100214
72,90216
73,80877
74,72189
75,76021
76,67228
77,59484
78,53355
79,47675
80,41891
81,36984
82,33276
83,30090
84,26738
85+,152096
