group_name,value
1,525905
2,490790
3,471356
4,448682
5,420021
6,392728
7,388072
8,381877
9,400787
10,442713
11,508143
12,546806
13,566252
14,578966
15,589060
16,611916
17,589448
18,563830
19,564349
20,568557
21,573676
22,576650
23,574085
24,561172
25,538207
26,508728
27,475109
28,442673
29,408828
30,375359
31,343698
32,317888
33,303720
34,296037
35,292229
36,292762
37,292410
38,290063
39,285015
40,278922
41,273599
42,266535
43,264011
44,261154
45,256656
46,251319
47,244831
48,236231
49,228221
50,220695
51,213402
52,206678
53,200361
54,194047
55,186373
56,179390
57,172534
58,164960
59,156744
60,148972
61,141335
62,134188
63,127033
64,119883
65,112827
66,106188
67,100177
68,94098
69,87931
70,81369
71,75043
72,68985
73,63037
74,57218
75,51711
76,52674
77,45540
78,38807
79,33553
80,29641
81,25829
82,22718
83,19351
84,16103
85+,65185
