group_name,value
1,921474
2,895993
3,879359
4,865564
5,854965
6,843585
7,829716
8,808529
9,780400
10,750481
11,734134
12,720271
13,706062
14,692706
15,677191
16,658534
17,639180
18,620133
19,601644
20,580125
21,557175
22,534354
23,514424
24,499843
25,486041
26,469137
27,453645
28,442366
29,434288
30,425933
31,416530
32,406981
33,397015
34,384959
35,372927
36,362425
37,351012
38,338041
39,322660
40,308964
41,297909
42,291840
43,277698
44,261985
45,249926
46,237858
47,227166
48,216120
49,205496
50,196318
51,187172
52,178099
53,169555
54,160284
55,151616
56,142221
57,133414
58,124939
59,117597
60,110642
61,104956
62,99392
63,94068
64,88658
65,83510
66,78354
67,73162
68,68212
69,63368
70,58500
71,53768
72,49200
73,44708
74,40515
75,35572
76,32207
77,29901
78,27275
79,24284
80,21263
81,18399
82,15763
83,13375
84,11231
85+,41278
