group_name,value
0,3906
1,4026
2,4025
3,3828
4,3680
5,3712
6,3658
7,3506
8,3503
9,3028
10,3123
11,3227
12,3324
13,3088
14,3047
15,3082
16,3436
17,3284
18,3334
19,3769
20,4105
21,4445
22,5244
23,5475
24,5602
25,5756
26,5882
27,6324
28,6008
29,5834
30,5797
31,5519
32,5756
33,5489
34,5662
35,5652
36,5592
37,5524
38,5543
39,5152
40,5339
41,5014
42,4880
43,4637
44,4958
45,4857
46,5309
47,5282
48,5467
49,5594
50,5647
51,5359
52,5254
53,5061
54,5009
55,4981
56,4768
57,4781
58,4833
59,4475
60,4356
61,4356
62,3455
63,3696
64,2863
65,2128
66,1742
67,1527
68,2086
69,2120
70,2259
71,2162
72,1938
73,1802
74,1447
75,1050
76,774
77,700
78,687
79,585
80,555
81,464
82,371
83,375
84+,963
