group_name,value
0,8431
1,8486
2,8258
3,7165
4,6682
5,6471
6,6541
7,6564
8,5909
9,5388
10,5454
11,5134
12,5280
13,5255
14,5516
15,5677
16,6230
17,5948
18,5896
19,6401
20,7227
21,7482
22,8318
23,8892
24,9022
25,9452
26,9640
27,10028
28,10111
29,9322
30,9299
31,8900
32,9021
33,8940
34,8635
35,8544
36,8060
37,8189
38,7568
39,7010
40,7186
41,6670
42,6375
43,6186
44,6520
45,7053
46,7395
47,8041
48,8444
49,8671
50,9117
51,9077
52,8936
53,8612
54,8565
55,8658
56,8490
57,7918
58,8081
59,6968
60,7022
61,6870
62,4982
63,4937
64,3702
65,2658
66,1900
67,1926
68,3107
69,3548
70,3864
71,3898
72,4000
73,3601
74,2971
75,2702
76,2022
77,2025
78,2245
79,1965
80,2184
81,1883
82,1826
83,1423
84+,4194
