group_name,value
0,89767
1,118877
2,148428
3,140372
4,131749
5,133389
6,136271
7,134672
8,138858
9,144831
10,141929
11,146977
12,148343
13,152129
14,142622
15,151919
16,152571
17,150888
18,141571
19,137153
20,140014
21,135366
22,133936
23,125984
24,127415
25,121864
26,121253
27,124598
28,127458
29,125649
30,129456
31,124891
32,122116
33,119550
34,116479
35,119696
36,117047
37,124198
38,136902
39,150089
40,146703
41,142307
42,141782
43,143169
44,146535
45,151393
46,160458
47,163655
48,163740
49,167841
50,168409
51,170070
52,174844
53,168935
54,164917
55,159196
56,151099
57,147880
58,143232
59,137259
60,135471
61,134315
62,132421
63,124619
64,92291
65,96330
66,93301
67,98264
68,85413
69,77841
70,71174
71,70606
72,68692
73,61563
74,58576
75,57083
76,49448
77,51088
78,48396
79,47533
80,47870
81,44568
82,44253
83,39605
84+,209506
