group_name,value
1,1205
2,1224
3,1241
4,1273
5,1324
6,1368
7,1417
8,1522
9,1599
10,1619
11,1591
12,1595
13,1561
14,1578
15,1589
16,1563
17,1509
18,1446
19,1395
20,1377
21,1396
22,1442
23,1473
24,1481
25,1484
26,1441
27,1420
28,1459
29,1483
30,1506
31,1489
32,1437
33,1379
34,1301
35,1265
36,1246
37,1273
38,1301
39,1346
40,1377
41,1390
42,1386
43,1362
44,1354
45,1372
46,1354
47,1341
48,1343
49,1322
50,1285
51,1285
52,1306
53,1294
54,1247
55,1212
56,1219
57,1273
58,1313
59,1315
60,1289
61,1267
62,1234
63,1179
64,1132
65,1057
66,1006
67,978
68,921
69,836
70,755
71,689
72,637
73,592
74,566
75,533
76,486
77,443
78,408
79,373
80,330
81,282
82,264
83,255
84,236
85+,1250
