group_name,value
0,131542
1,134192
2,147501
3,160734
4,176104
5,180613
6,188050
7,210461
8,225230
9,211668
10,195182
11,233953
12,197943
13,166103
14,191901
15,195515
16,202130
17,202893
18,204151
19,214163
20,222763
21,241838
22,266643
23,283066
24,213374
25,273994
26,298275
27,299775
28,304826
29,307742
30,313322
31,315299
32,318058
33,316002
34,306339
35,336161
36,308063
37,302233
38,334086
39,365282
40,378671
41,401007
42,408090
43,400881
44,406443
45,394355
46,375639
47,405412
48,349760
49,344018
50,341140
51,343008
52,352179
53,364312
54,364896
55,361959
56,344250
57,366491
58,361118
59,365613
60,367458
61,361984
62,355342
63,348196
64,343440
65,329876
66,310891
67,320893
68,309268
69,289125
70,273571
71,264911
72,263333
73,219164
74,199499
75,171337
76,146785
77,116352
78,100845
79,113501
80,110439
81,104228
82,99413
83,92885
84+,525140
