group_name,value
0,66660
1,69245
2,73689
3,76388
4,77302
5,75485
6,74361
7,72512
8,70968
9,72449
10,74277
11,73374
12,72260
13,73122
14,73101
15,74056
16,76042
17,73531
18,70064
19,70788
20,71808
21,72975
22,71010
23,70989
24,71346
25,72837
26,73857
27,74161
28,75622
29,73993
30,73941
31,72060
32,70883
33,70526
34,71420
35,72638
36,74824
37,77219
38,80549
39,83323
40,85130
41,79961
42,78321
43,75264
44,74529
45,73636
46,74550
47,77009
48,77450
49,77607
50,77039
51,73573
52,71871
53,69686
54,67226
55,66723
56,65211
57,63120
58,62814
59,61785
60,60724
61,60671
62,58738
63,57982
64,61449
65,51069
66,49578
67,46194
68,40899
69,40730
70,37433
71,35983
72,33735
73,30887
74,29816
75,27757
76,25635
77,23511
78,22598
79,21253
80,20906
81,19498
82,17649
83,16242
84+,75706
