group_name,value
0,8261
1,8337
2,8649
3,8575
4,8856
5,8795
6,8665
7,8800
8,8653
9,8990
10,9029
11,9486
12,9445
13,10315
14,10281
15,10750
16,11171
17,11268
18,11441
19,11027
20,11470
21,11053
22,10908
23,10902
24,10517
25,10256
26,10100
27,10029
28,10026
29,9775
30,10851
31,11273
32,10958
33,10996
34,11080
35,10699
36,10744
37,11249
38,11672
39,12215
40,12552
41,12631
42,12511
43,12409
44,13241
45,13998
46,14823
47,14569
48,14834
49,15279
50,15196
51,15162
52,15146
53,14879
54,14859
55,14037
56,14631
57,13696
58,13342
59,12887
60,12893
61,13295
62,12843
63,12909
64,12302
65,10209
66,9329
67,9454
68,8683
69,8362
70,8045
71,7226
72,6589
73,5806
74,5410
75,5696
76,5494
77,5239
78,5111
79,4746
80,3927
81,3578
82,3350
83,2771
84+,15635
