group_name,value
0,9481
1,9634
2,10389
3,10617
4,10695
5,11006
6,11633
7,11654
8,11697
9,11679
10,11706
11,12019
12,12700
13,12726
14,13380
15,13579
16,14007
17,14181
18,13929
19,13866
20,14021
21,13284
22,13523
23,12328
24,12197
25,12008
26,12273
27,12810
28,12914
29,13038
30,13399
31,14032
32,14025
33,13852
34,14410
35,14782
36,15258
37,16288
38,16927
39,17678
40,19261
41,20727
42,21277
43,21070
44,20511
45,19639
46,19425
47,18814
48,19365
49,15010
50,18840
51,17426
52,17452
53,16458
54,15957
55,16437
56,16961
57,16411
58,15911
59,17025
60,17367
61,17822
62,19039
63,20362
64,21731
65,23538
66,27148
67,26118
68,25109
69,14398
70,15644
71,19599
72,19733
73,20765
74,19119
75,16457
76,13644
77,13676
78,13608
79,13475
80,11816
81,10846
82,10384
83,10264
84+,51133
